0.0000000000e+00 1.0001037239e+00
1.7241084162e+02 1.0009301168e+00
3.4482168325e+02 1.0008727818e+00
5.1723252487e+02 9.9634770988e-01
6.8964336649e+02 9.9474329585e-01
8.6205420811e+02 9.9590301033e-01
1.0344650497e+03 9.9409481930e-01
1.2068758914e+03 9.9465535123e-01
1.3792867330e+03 9.9661831409e-01
1.5516975746e+03 9.9548310030e-01
1.7241084162e+03 9.9557041347e-01
1.8965192579e+03 9.9610468262e-01
2.0689300995e+03 9.9635389841e-01
2.2413409411e+03 9.9477172395e-01
2.4137517827e+03 9.9555688018e-01
2.5861626243e+03 9.9609462702e-01
2.7585734660e+03 9.9541733572e-01
2.9309843076e+03 9.9585607141e-01
3.1033951492e+03 9.9253095925e-01
3.2758059908e+03 9.9637127162e-01
3.4482168325e+03 9.9475332939e-01
3.6206276741e+03 9.9638444820e-01
3.7930385157e+03 9.9529902871e-01
3.9654493573e+03 9.9469807155e-01
4.1378601990e+03 9.9423379954e-01
4.3102710406e+03 9.9530824441e-01
4.4826818822e+03 9.9779868518e-01
4.6550927238e+03 9.9618525443e-01
4.8275035654e+03 9.9537358714e-01
4.9999144071e+03 9.9648617301e-01
5.1723252487e+03 9.9633937911e-01
5.3447360903e+03 9.9495324450e-01
5.5171469319e+03 9.9630472007e-01
5.6895577736e+03 9.9315729024e-01
5.8619686152e+03 9.9658596547e-01
6.0343794568e+03 9.9539852065e-01
6.2067902984e+03 9.9393683685e-01
6.3792011400e+03 9.9681100128e-01
6.5516119817e+03 9.9582331068e-01
6.7240228233e+03 9.9508698951e-01
6.8964336649e+03 9.9457076404e-01
7.0688445065e+03 9.9750110516e-01
7.2412553482e+03 9.9658518734e-01
7.4136661898e+03 9.9540953751e-01
7.5860770314e+03 9.9734021753e-01
7.7584878730e+03 9.9526890899e-01
7.9308987147e+03 9.9595207896e-01
8.1033095563e+03 9.9428052804e-01
8.2757203979e+03 9.9609463163e-01
8.4481312395e+03 9.9746086637e-01
8.6205420811e+03 9.9914796414e-01
8.7929529228e+03 9.9966460119e-01
8.9653637644e+03 1.0030236731e+00
9.1377746060e+03 1.0000462397e+00
9.3101854476e+03 9.9823665323e-01
9.4825962893e+03 1.0000055845e+00
9.6550071309e+03 9.9878798643e-01
9.8274179725e+03 9.9987741906e-01
9.9998288141e+03 9.9954426197e-01
1.0172239656e+04 1.0007837459e+00
1.0344650497e+04 1.0009078411e+00
1.0517061339e+04 1.0003358371e+00
1.0689472181e+04 1.0013018695e+00
1.0861883022e+04 1.0007453838e+00
1.1034293864e+04 9.9894446142e-01
1.1206704705e+04 9.9958808842e-01
1.1379115547e+04 1.0004496179e+00
1.1551526389e+04 9.9870250088e-01
1.1723937230e+04 9.9943339190e-01
1.1896348072e+04 1.0020454863e+00
1.2068758914e+04 9.9882791395e-01
1.2241169755e+04 9.9895373049e-01
1.2413580597e+04 9.9999459969e-01
1.2585991438e+04 1.0006142186e+00
1.2758402280e+04 1.0007528129e+00
1.2930813122e+04 1.0005942061e+00
1.3103223963e+04 1.0009920961e+00
1.3275634805e+04 9.9957087332e-01
1.3448045647e+04 9.9962581072e-01
1.3620456488e+04 1.0004789905e+00
1.3792867330e+04 1.0021207420e+00
1.3965278171e+04 9.9824094487e-01
1.4137689013e+04 9.9863860784e-01
1.4310099855e+04 1.0013623703e+00
1.4482510696e+04 1.0003080801e+00
1.4654921538e+04 9.9989858716e-01
1.4827332380e+04 9.9880476456e-01
1.4999743221e+04 9.9965470801e-01
1.5172154063e+04 9.9893792401e-01
1.5344564904e+04 9.9909031172e-01
1.5516975746e+04 9.9985892511e-01
1.5689386588e+04 1.0002078039e+00
1.5861797429e+04 1.0000682282e+00
1.6034208271e+04 9.9814109248e-01
1.6206619113e+04 1.0000027236e+00
1.6379029954e+04 9.9914524789e-01
1.6551440796e+04 9.9890919492e-01
1.6723851637e+04 1.0002184109e+00
1.6896262479e+04 9.9971221498e-01
1.7068673321e+04 9.9902636875e-01
1.7241084162e+04 1.0026067602e+00
1.7413495004e+04 1.0001339665e+00
1.7585905846e+04 1.0002921426e+00
1.7758316687e+04 9.9929354322e-01
1.7930727529e+04 9.9876281763e-01
